,CustomerID,Recency,Frequency,Monetary,R,F,M
4369,18282.0,7,3,176.6,4,3,1
2757,16080.0,81,3,176.6,2,3,1
131,12509.0,284,1,176.5,1,1,1
3855,17582.0,236,1,175.27,1,1,1
2808,16144.0,246,1,175.2,1,1,1
3665,17331.0,123,1,175.2,2,1,1
4169,18010.0,256,1,174.8,1,1,1
1103,13826.0,158,2,174.65,1,2,1
1488,14355.0,365,1,174.4,1,1,1
912,13560.0,7,1,174.37,4,1,1
1609,14518.0,64,1,174.37,2,1,1
2211,15335.0,53,1,173.97,2,1,1
4366,18278.0,73,1,173.9,2,1,1
1814,14798.0,52,3,173.74,2,3,1
3117,16565.0,364,1,173.7,1,1,1
77,12441.0,366,1,173.55,1,1,1
2381,15565.0,50,2,173.16,2,2,1
2463,15670.0,296,1,173.05,1,1,1
1738,14693.0,264,1,172.9,1,1,1
4194,18048.0,203,2,172.29,1,2,1
1002,13690.0,59,1,172.25,2,1,1
1170,13922.0,351,1,172.25,1,1,1
78,12442.0,3,1,172.06,4,1,1
1623,14536.0,259,1,171.8,1,1,1
3273,16773.0,57,1,171.59,2,1,1
3611,17245.0,204,1,171.45,1,1,1
2281,15432.0,23,1,171.19,3,1,1
3826,17542.0,269,1,170.75,1,1,1
4199,18058.0,9,1,170.16,4,1,1
1960,15016.0,172,1,170.04,1,1,1
3382,16921.0,61,1,169.79,2,1,1
1203,13962.0,21,2,169.55,3,2,1
1389,14218.0,42,1,169.48,3,1,1
4164,18004.0,362,1,169.47,1,1,1
19,12367.0,4,1,168.9,4,1,1
1655,14578.0,3,1,168.63,4,1,1
1856,14860.0,8,2,168.62,4,2,1
3693,17367.0,238,1,168.4,1,1,1
4231,18099.0,127,1,168.31,2,1,1
2913,16282.0,339,1,168.3,1,1,1
3975,17737.0,9,2,168.24,4,2,1
2689,15986.0,30,1,168.12,3,1,1
165,12551.0,357,1,168.0,1,1,1
2240,15374.0,128,1,168.0,2,1,1
4224,18088.0,61,1,167.67,2,1,1
3840,17561.0,19,1,167.62,3,1,1
3405,16952.0,109,2,167.61,2,2,1
2646,15920.0,154,4,167.5,1,3,1
941,13598.0,47,2,167.42,3,2,1
3002,16405.0,302,2,167.25,1,2,1
1464,14326.0,234,2,166.85,1,2,1
4172,18014.0,28,1,166.42,3,1,1
3904,17650.0,21,1,166.08,3,1,1
374,12817.0,281,1,166.04,1,1,1
1582,14485.0,38,1,165.75,3,1,1
1638,14552.0,151,1,165.07,1,1,1
4190,18042.0,53,1,165.05,2,1,1
2197,15316.0,326,1,165.0,1,1,1
844,13470.0,99,2,165.0,2,2,1
2636,15904.0,8,1,164.68,4,1,1
3821,17535.0,280,1,164.4,1,1,1
946,13603.0,26,1,164.34,3,1,1
449,12920.0,17,1,164.23,3,1,1
4306,18200.0,106,1,163.8,2,1,1
1487,14354.0,5,2,163.62,4,2,1
3518,17110.0,165,1,163.3,1,1,1
667,13223.0,200,2,163.2,1,2,1
3003,16406.0,18,1,163.07,3,1,1
2084,15167.0,320,1,163.0,1,1,1
3085,16517.0,277,1,162.7,1,1,1
2510,15733.0,282,1,162.3,1,1,1
2203,15325.0,103,1,162.29,2,1,1
3391,16932.0,53,1,161.94,2,1,1
3867,17600.0,17,1,161.67,3,1,1
2302,15458.0,25,1,161.64,3,1,1
2782,16113.0,183,1,161.38,1,1,1
1493,14362.0,22,1,161.2,3,1,1
3000,16403.0,302,2,161.05,1,2,1
1376,14204.0,2,1,161.03,4,1,1
1296,14089.0,56,1,161.0,2,1,1
1405,14237.0,373,1,161.0,1,1,1
673,13229.0,225,1,160.95,1,1,1
2599,15852.0,186,2,160.71,1,2,1
3674,17344.0,46,1,160.57,3,1,1
182,12573.0,227,1,160.54,1,1,1
4308,18203.0,157,1,160.42,1,1,1
4266,18146.0,140,2,160.35,2,2,1
1755,14714.0,24,1,160.19,3,1,1
483,12966.0,9,1,160.18,4,1,1
2863,16213.0,78,1,159.0,2,1,1
4325,18224.0,263,1,158.95,1,1,1
1184,13937.0,169,1,158.85,1,1,1
3555,17165.0,284,1,158.68,1,1,1
2080,15160.0,357,1,158.16,1,1,1
2220,15348.0,72,1,158.04,2,1,1
2691,15988.0,19,1,158.03,3,1,1
3837,17556.0,205,1,157.9,1,1,1
1815,14799.0,51,1,157.7,2,1,1
1339,14148.0,233,1,157.2,1,1,1
3531,17128.0,334,1,157.09,1,1,1
1660,14585.0,50,1,157.05,2,1,1
3523,17118.0,317,1,157.02,1,1,1
1955,15007.0,159,1,156.91,1,1,1
1519,14406.0,119,1,156.75,2,1,1
2287,15438.0,131,1,156.58,2,1,1
2158,15263.0,106,1,156.51,2,1,1
1159,13898.0,325,1,155.93,1,1,1
4066,17871.0,204,1,155.9,1,1,1
4090,17899.0,159,1,155.8,1,1,1
1824,14813.0,369,2,155.43,1,2,1
4036,17832.0,49,1,155.37,3,1,1
324,12738.0,372,1,155.35,1,1,1
3229,16720.0,26,1,155.24,3,1,1
2293,15447.0,330,1,155.17,1,1,1
1089,13809.0,305,1,155.05,1,1,1
1496,14368.0,319,1,155.0,1,1,1
1263,14046.0,284,1,154.99,1,1,1
3943,17698.0,260,1,154.95,1,1,1
2515,15740.0,49,1,154.88,3,1,1
3455,17026.0,185,2,154.83,1,2,1
1445,14295.0,40,2,154.7,3,2,1
2128,15226.0,310,1,154.41,1,1,1
3807,17517.0,308,1,153.94,1,1,1
3635,17286.0,21,1,153.92,3,1,1
2959,16351.0,332,1,153.9,1,1,1
209,12602.0,58,1,153.12,2,1,1
3956,17714.0,320,1,153.0,1,1,1
2889,16248.0,61,1,152.94,2,1,1
4152,17984.0,145,1,152.68,1,1,1
4259,18138.0,295,1,152.65,1,1,1
1279,14066.0,266,1,152.55,1,1,1
3951,17707.0,185,2,152.4,1,2,1
882,13514.0,73,1,152.2,2,1,1
1258,14039.0,33,1,152.2,3,1,1
4089,17898.0,85,2,152.06,2,2,1
3154,16617.0,235,1,151.85,1,1,1
3007,16412.0,53,1,151.83,2,1,1
1379,14208.0,94,1,151.74,2,1,1
3340,16861.0,59,3,151.65,2,3,1
3045,16461.0,177,1,151.42,1,1,1
1007,13697.0,38,1,151.3,3,1,1
1438,14287.0,8,4,151.23,4,3,1
2946,16337.0,36,1,151.05,3,1,1
2497,15717.0,234,1,150.3,1,1,1
3602,17234.0,182,1,149.89,1,1,1
2614,15869.0,277,2,149.64,1,2,1
4122,17946.0,233,2,149.58,1,2,1
4355,18262.0,140,1,149.48,2,1,1
2521,15748.0,40,1,149.31,3,1,1
2284,15435.0,22,1,149.29,3,1,1
509,13003.0,105,3,149.05,2,3,1
3830,17549.0,23,2,148.86,3,2,1
2352,15526.0,33,2,148.44,3,2,1
4055,17859.0,304,1,148.21,1,1,1
1933,14968.0,30,1,147.59,3,1,1
1301,14098.0,36,1,147.35,3,1,1
1256,14037.0,176,2,147.2,1,2,1
410,12864.0,138,1,147.12,2,1,1
2332,15503.0,362,1,147.09,1,1,1
3458,17030.0,63,1,146.87,2,1,1
1406,14238.0,326,1,146.85,1,1,1
3360,16893.0,366,1,145.93,1,1,1
4115,17935.0,138,2,145.79,2,2,1
1131,13866.0,74,1,145.67,2,1,1
2655,15937.0,64,1,145.35,2,1,1
3813,17524.0,361,1,145.0,1,1,1
3335,16852.0,10,2,144.91,4,2,1
488,12974.0,197,1,144.8,1,1,1
3568,17186.0,46,2,144.0,3,2,1
195,12587.0,7,1,144.0,4,1,1
839,13462.0,183,2,143.25,1,2,1
2488,15705.0,201,1,143.1,1,1,1
2916,16287.0,169,1,142.5,1,1,1
724,13299.0,268,1,142.5,1,1,1
1506,14386.0,296,1,142.4,1,1,1
931,13584.0,306,1,142.4,1,1,1
913,13561.0,215,1,141.86,1,1,1
1260,14041.0,266,1,141.41,1,1,1
2625,15888.0,79,2,141.27,2,2,1
3141,16598.0,277,2,140.7,1,2,1
2249,15388.0,270,1,140.54,1,1,1
811,13420.0,134,4,140.35,2,3,1
854,13483.0,65,1,140.34,2,1,1
1588,14494.0,25,1,139.56,3,1,1
1283,14073.0,21,2,139.54,3,2,1
1793,14768.0,17,3,139.5,3,3,1
3959,17718.0,232,1,139.35,1,1,1
3062,16483.0,192,1,139.35,1,1,1
1796,14772.0,112,1,139.26,2,1,1
4311,18209.0,28,1,139.1,3,1,1
707,13273.0,113,1,138.98,2,1,1
4359,18269.0,358,2,138.9,1,2,1
437,12902.0,264,1,138.68,1,1,1
1656,14581.0,16,1,138.6,3,1,1
3526,17122.0,119,1,138.32,2,1,1
1021,13716.0,269,1,138.28,1,1,1
2457,15663.0,106,1,138.14,2,1,1
133,12512.0,66,2,138.03,2,2,1
2737,16050.0,173,1,137.9,1,1,1
3953,17709.0,169,1,137.45,1,1,1
3773,17468.0,10,2,137.0,4,2,1
2478,15691.0,252,1,136.8,1,1,1
1414,14247.0,278,1,136.77,1,1,1
4143,17972.0,241,1,136.04,1,1,1
485,12968.0,112,1,135.95,2,1,1
1982,15042.0,199,1,135.93,1,1,1
1878,14889.0,336,1,135.9,1,1,1
2272,15419.0,24,1,135.86,3,1,1
2783,16114.0,170,1,135.75,1,1,1
2088,15174.0,322,1,135.75,1,1,1
3187,16665.0,362,1,135.4,1,1,1
2169,15276.0,66,1,135.31,2,1,1
402,12851.0,96,1,135.18,2,1,1
2741,16055.0,220,1,134.8,1,1,1
1475,14340.0,218,1,134.7,1,1,1
2379,15562.0,351,1,134.55,1,1,1
1357,14174.0,33,1,134.46,3,1,1
1661,14586.0,227,3,134.16,1,3,1
391,12837.0,173,1,134.1,1,1,1
1433,14280.0,196,1,134.04,1,1,1
663,13217.0,122,5,133.62,2,4,1
1482,14349.0,10,1,133.5,4,1,1
80,12445.0,22,1,133.4,3,1,1
4073,17881.0,304,1,133.35,1,1,1
2492,15709.0,283,1,133.25,1,1,1
3901,17647.0,65,1,133.06,2,1,1
4006,17785.0,53,1,131.94,2,1,1
1545,14438.0,306,1,131.9,1,1,1
3643,17297.0,17,1,131.78,3,1,1
3762,17455.0,203,1,131.7,1,1,1
1812,14795.0,166,1,131.45,1,1,1
176,12565.0,281,2,131.17,1,2,1
2595,15844.0,46,1,130.74,3,1,1
3198,16679.0,366,1,129.75,1,1,1
3159,16623.0,245,1,129.45,1,1,1
1580,14483.0,149,2,129.2,1,2,1
3315,16828.0,93,2,128.5,2,2,1
3687,17359.0,11,1,127.86,4,1,1
2365,15543.0,288,1,127.86,1,1,1
1070,13781.0,250,1,127.84,1,1,1
2060,15135.0,233,2,127.15,1,2,1
2392,15578.0,162,1,127.1,1,1,1
2649,15923.0,372,1,127.08,1,1,1
1927,14962.0,270,1,126.7,1,1,1
711,13279.0,64,2,126.3,2,2,1
3009,16414.0,21,2,126.25,3,2,1
2305,15463.0,29,1,126.14,3,1,1
3431,16988.0,5,1,126.12,4,1,1
371,12814.0,101,1,125.92,2,1,1
890,13522.0,30,1,125.8,3,1,1
1857,14861.0,52,1,125.79,2,1,1
1879,14890.0,253,1,125.65,1,1,1
1961,15017.0,33,1,125.58,3,1,1
150,12531.0,14,1,125.22,4,1,1
3543,17148.0,51,1,124.88,2,1,1
3851,17578.0,190,2,124.74,1,2,1
3332,16849.0,186,1,124.57,1,1,1
3120,16569.0,3,1,124.2,4,1,1
1589,14495.0,50,2,123.8,2,2,1
3184,16658.0,368,1,123.24,1,1,1
2643,15917.0,247,1,123.1,1,1,1
4139,17967.0,371,1,123.07,1,1,1
1140,13876.0,63,1,122.7,2,1,1
1526,14413.0,362,1,122.7,1,1,1
967,13638.0,15,1,122.64,4,1,1
1353,14165.0,275,1,122.54,1,1,1
1285,14076.0,129,1,122.47,2,1,1
4176,18018.0,108,2,122.14,2,2,1
684,13244.0,92,1,121.74,2,1,1
639,13182.0,45,1,121.18,3,1,1
1989,15049.0,273,1,121.17,1,1,1
2340,15512.0,155,2,121.0,1,2,1
3149,16611.0,186,2,120.99,1,2,1
508,13002.0,318,1,120.95,1,1,1
3754,17446.0,176,2,120.9,1,2,1
4173,18015.0,4,1,120.03,4,1,1
1421,14259.0,141,1,120.0,2,1,1
1458,14314.0,106,1,120.0,2,1,1
1558,14453.0,190,1,119.93,1,1,1
3101,16542.0,53,1,119.62,2,1,1
2161,15266.0,338,1,119.3,1,1,1
3188,16666.0,19,1,118.98,3,1,1
2594,15843.0,303,1,118.95,1,1,1
3496,17079.0,78,1,118.8,2,1,1
1344,14155.0,266,1,118.75,1,1,1
929,13581.0,309,1,118.0,1,1,1
648,13193.0,61,1,117.88,2,1,1
3908,17654.0,277,1,117.55,1,1,1
2588,15836.0,45,2,117.47,3,2,1
3411,16959.0,87,1,117.35,2,1,1
1141,13877.0,86,1,117.24,2,1,1
3522,17117.0,288,1,116.2,1,1,1
632,13170.0,26,1,116.01,3,1,1
3868,17601.0,239,1,116.01,1,1,1
1335,14143.0,133,1,115.8,2,1,1
2222,15350.0,373,1,115.65,1,1,1
554,13067.0,82,1,115.46,2,1,1
4180,18027.0,98,1,115.31,2,1,1
1936,14972.0,128,1,114.77,2,1,1
645,13188.0,11,1,114.6,4,1,1
1692,14632.0,262,1,114.56,1,1,1
2888,16247.0,170,1,114.56,1,1,1
1938,14974.0,37,1,114.39,3,1,1
4049,17852.0,11,2,114.34,4,2,1
3589,17219.0,31,1,114.23,3,1,1
1707,14652.0,77,1,114.18,2,1,1
463,12938.0,25,1,114.14,3,1,1
1657,14582.0,40,1,114.11,3,1,1
2123,15221.0,366,2,114.1,1,2,1
126,12504.0,18,4,114.0,3,3,1
252,12651.0,334,1,114.0,1,1,1
1560,14457.0,310,1,113.64,1,1,1
3587,17217.0,234,1,113.5,1,1,1
2292,15445.0,264,1,113.5,1,1,1
4235,18105.0,37,1,113.48,3,2,1
3375,16913.0,290,1,113.44,1,2,1
2172,15280.0,172,1,113.12,1,2,1
1734,14689.0,208,1,112.8,1,2,1
625,13161.0,313,1,112.75,1,2,1
3211,16697.0,241,1,112.75,1,2,1
1087,13807.0,367,1,112.6,1,2,1
4254,18129.0,243,1,112.55,1,2,1
2417,15610.0,51,1,112.46,2,2,1
3464,17038.0,30,1,112.4,3,2,1
1428,14271.0,225,1,112.32,1,2,1
4084,17893.0,225,1,112.25,1,2,1
337,12756.0,86,1,112.08,2,2,1
3629,17274.0,35,1,111.98,3,2,1
4131,17957.0,66,1,111.68,2,2,1
4078,17887.0,129,1,111.35,2,2,1
4247,18120.0,214,1,111.15,1,2,1
877,13508.0,243,1,110.97,1,2,1
611,13144.0,332,1,110.95,1,2,1
2361,15537.0,163,1,110.92,1,2,1
887,13519.0,50,2,110.8,2,2,1
2600,15853.0,51,1,110.8,2,2,1
3679,17349.0,179,1,110.75,1,2,1
3414,16963.0,187,1,110.55,1,2,1
1698,14641.0,21,1,110.46,3,2,1
321,12734.0,352,1,110.4,1,2,1
3288,16792.0,282,2,110.38,1,2,1
4092,17901.0,29,1,110.38,3,2,1
4038,17836.0,47,1,110.21,3,2,1
2948,16339.0,284,1,109.95,1,2,1
601,13133.0,273,2,109.8,1,2,1
2970,16363.0,53,1,109.36,2,2,1
1742,14699.0,214,1,109.13,1,2,1
1479,14345.0,38,1,108.98,3,2,1
3895,17639.0,276,1,108.5,1,2,1
2776,16106.0,65,1,108.38,2,2,1
670,13226.0,273,1,108.21,1,2,1
478,12956.0,306,1,108.07,1,2,1
1715,14661.0,26,1,107.95,3,2,1
3283,16784.0,19,1,107.6,3,2,1
2254,15395.0,325,1,107.45,1,2,1
3259,16757.0,318,1,106.83,1,2,1
2085,15168.0,25,1,106.56,3,2,1
2007,15070.0,372,1,106.2,1,2,1
4012,17791.0,29,1,106.1,3,2,1
456,12929.0,122,2,105.1,2,2,1
2540,15775.0,245,1,104.9,1,2,1
1248,14027.0,60,1,104.82,2,2,1
2414,15607.0,336,1,104.76,1,2,1
2671,15958.0,74,1,104.35,2,2,1
4287,18174.0,7,1,104.0,4,2,1
4349,18255.0,89,1,103.3,2,2,1
1629,14542.0,185,1,103.25,1,2,1
4135,17962.0,142,1,102.83,2,2,1
4170,18011.0,373,1,102.79,1,2,1
1839,14836.0,10,3,102.45,4,3,1
1942,14981.0,246,1,102.12,1,2,1
3046,16462.0,64,4,102.0,2,3,1
1191,13948.0,360,1,102.0,1,2,1
3084,16516.0,30,1,101.7,3,2,1
4207,18068.0,289,1,101.7,1,2,1
3898,17643.0,373,1,101.55,1,2,1
2701,16006.0,211,1,101.4,1,2,1
4222,18086.0,274,1,101.34,1,2,1
578,13101.0,234,1,101.19,1,2,1
677,13235.0,211,2,101.17,1,2,1
2953,16344.0,158,1,101.1,1,2,1
1914,14946.0,14,1,100.9,4,2,1
3740,17427.0,71,1,100.8,2,2,1
1497,14371.0,295,1,100.5,1,2,1
2678,15973.0,235,3,99.77,1,3,1
1010,13703.0,318,1,99.5,1,2,1
4118,17939.0,159,1,99.14,1,2,1
3980,17746.0,234,2,98.8,1,2,1
2152,15256.0,148,1,98.45,1,2,1
3824,17538.0,25,1,98.42,3,2,1
4086,17895.0,44,1,98.0,3,2,1
4183,18033.0,65,1,97.97,2,2,1
2274,15422.0,323,2,97.7,1,2,1
4365,18277.0,58,2,97.63,2,2,1
494,12984.0,18,1,97.5,3,2,1
3662,17325.0,280,1,96.8,1,2,1
2119,15216.0,87,1,96.6,2,2,1
1699,14642.0,58,1,96.12,2,2,1
3453,17024.0,45,3,95.85,3,3,1
4345,18249.0,17,1,95.34,3,2,1
163,12548.0,166,1,95.2,1,2,1
2989,16387.0,322,1,94.36,1,2,1
2753,16073.0,291,2,94.35,1,2,1
976,13651.0,35,2,94.2,3,2,1
2256,15397.0,289,1,94.0,1,2,1
2279,15428.0,15,1,93.78,4,2,1
4328,18227.0,217,1,93.75,1,2,1
714,13283.0,59,2,93.66,2,2,1
4158,17991.0,225,2,93.35,1,2,1
377,12821.0,214,1,92.72,1,2,1
1271,14054.0,65,1,92.46,2,2,1
357,12789.0,65,1,91.85,2,2,1
907,13551.0,319,1,91.8,1,2,1
624,13160.0,22,1,91.8,3,2,1
259,12659.0,29,1,91.68,3,2,1
2322,15488.0,92,1,91.32,2,2,1
1190,13947.0,65,1,90.6,2,2,1
1486,14353.0,215,1,90.6,1,2,1
3078,16506.0,19,2,90.3,3,2,1
2372,15552.0,217,1,90.12,1,2,1
3140,16597.0,4,1,90.04,4,2,1
1317,14117.0,143,1,90.0,1,2,1
1390,14219.0,4,1,89.94,4,2,1
281,12686.0,371,1,89.14,1,2,1
1543,14436.0,98,1,89.06,2,2,1
6,12353.0,204,1,89.0,1,2,1
2115,15212.0,239,2,88.95,1,2,1
2016,15083.0,256,1,88.2,1,2,1
4220,18084.0,16,2,87.53,3,2,1
2092,15180.0,367,1,87.5,1,2,1
721,13296.0,137,1,87.4,2,2,1
3072,16498.0,161,3,86.12,1,3,1
2364,15541.0,114,1,85.13,2,2,1
1113,13841.0,252,1,85.0,1,2,1
986,13666.0,60,3,84.65,2,3,1
43,12401.0,303,1,84.3,1,2,1
3651,17309.0,95,1,82.75,2,2,1
3016,16424.0,191,2,82.56,1,2,1
512,13006.0,56,1,81.57,2,2,1
3882,17620.0,59,1,81.44,2,2,1
4368,18281.0,180,1,80.82,1,2,1
3285,16789.0,8,1,80.8,4,2,1
1205,13967.0,145,1,80.7,1,2,1
3984,17752.0,359,1,80.64,1,2,1
1310,14109.0,23,2,80.2,3,2,1
1046,13747.0,373,1,79.6,1,2,1
2525,15753.0,304,1,79.2,1,2,1
2755,16078.0,283,1,79.2,1,2,1
4121,17942.0,7,1,77.5,4,2,1
1805,14785.0,10,2,77.4,4,2,1
600,13132.0,261,1,77.3,1,2,1
1225,13992.0,30,1,76.8,3,2,1
1498,14373.0,358,1,76.55,1,2,1
3822,17536.0,177,1,76.5,1,2,1
1297,14090.0,324,1,76.32,1,2,1
4241,18113.0,368,1,76.32,1,2,1
2461,15668.0,217,1,76.32,1,2,1
2812,16148.0,296,1,76.32,1,2,1
4160,17995.0,281,1,76.1,1,2,1
3887,17628.0,81,1,75.75,2,2,1
3148,16610.0,219,1,75.66,1,2,1
800,13403.0,17,1,75.0,3,2,1
3050,16468.0,74,1,74.9,2,2,1
574,13095.0,70,1,74.4,2,2,1
4195,18050.0,359,1,74.4,1,2,1
4133,17960.0,171,1,73.78,1,2,1
4182,18032.0,334,1,73.5,1,2,1
128,12506.0,232,1,73.5,1,2,1
2828,16171.0,59,1,73.2,2,2,1
4095,17906.0,247,1,72.9,1,2,1
1000,13686.0,182,1,72.0,1,2,1
1185,13938.0,35,1,71.66,3,2,1
642,13185.0,267,1,71.4,1,2,1
3452,17022.0,31,1,71.0,3,2,1
3127,16581.0,155,2,70.44,1,2,1
4187,18037.0,154,6,70.02,1,4,1
2609,15863.0,25,2,68.84,3,2,1
1511,14393.0,218,1,67.95,1,2,1
3705,17382.0,65,1,65.4,2,2,1
3981,17747.0,100,2,64.65,2,2,1
998,13684.0,285,2,64.23,1,2,1
598,13130.0,94,1,64.0,2,2,1
727,13302.0,155,1,63.75,1,2,1
3623,17263.0,208,1,63.44,1,2,1
1841,14840.0,267,1,62.85,1,2,1
664,13218.0,127,1,62.64,2,2,1
2343,15516.0,44,3,62.43,3,3,1
2507,15729.0,198,2,62.0,1,2,1
263,12665.0,324,2,61.75,1,2,1
649,13194.0,135,1,60.7,2,2,1
3561,17174.0,217,1,59.9,1,2,1
793,13391.0,203,1,59.8,1,2,1
997,13682.0,187,1,59.5,1,2,1
582,13106.0,128,2,59.5,2,2,1
1922,14957.0,253,1,58.49,1,2,1
563,13080.0,179,1,58.08,1,2,1
4001,17775.0,254,1,56.4,1,2,1
2632,15899.0,368,1,56.25,1,2,1
777,13366.0,50,1,56.16,2,2,1
1787,14760.0,294,2,53.8,1,2,1
2957,16349.0,290,1,53.5,1,2,1
2333,15504.0,81,1,52.83,2,2,1
1860,14865.0,7,2,52.2,4,2,1
2194,15313.0,110,1,52.0,2,2,1
1730,14682.0,187,2,52.0,1,2,1
4044,17844.0,106,1,51.56,2,2,1
1484,14351.0,164,1,51.0,1,2,1
514,13011.0,372,1,50.55,1,2,1
4295,18184.0,15,1,49.8,4,2,1
1831,14821.0,366,1,48.8,1,2,1
2410,15603.0,78,1,48.48,2,2,1
2896,16257.0,176,1,46.95,1,2,1
1289,14080.0,32,1,45.6,3,2,1
2275,15423.0,38,1,43.5,3,2,1
1449,14300.0,18,1,43.2,3,2,1
2693,15992.0,3,1,41.99,4,2,1
1108,13832.0,17,2,40.95,3,2,1
2090,15178.0,260,1,40.5,1,2,1
1663,14589.0,371,1,39.75,1,2,1
490,12977.0,156,1,39.24,1,2,1
3185,16659.0,189,1,39.12,1,2,1
4177,18019.0,51,1,38.45,2,2,1
406,12855.0,372,1,38.1,1,2,1
2822,16162.0,252,1,37.4,1,2,1
4026,17816.0,36,4,36.56,3,3,1
1653,14576.0,372,1,35.4,1,2,1
3337,16856.0,14,1,35.4,4,2,1
4035,17831.0,33,1,35.4,3,2,1
2517,15744.0,77,1,34.8,2,2,1
3266,16765.0,294,1,34.0,1,2,1
3725,17408.0,163,1,32.65,1,2,1
2658,15940.0,311,2,31.8,1,2,1
592,13120.0,238,1,30.6,1,2,1
2452,15657.0,22,1,30.0,3,2,1
3514,17102.0,261,1,25.5,1,2,1
4154,17986.0,56,1,20.8,2,2,1
3406,16953.0,30,1,20.8,3,2,1
2765,16093.0,106,1,17.0,2,2,1
4091,17900.0,164,4,15.0,1,3,1
3991,17763.0,263,1,15.0,1,2,1
730,13307.0,120,1,15.0,2,2,1
4130,17956.0,249,1,12.75,1,2,1
3243,16738.0,297,1,3.75,1,2,1
3033,16446.0,0,3,2.9,4,3,1
4363,18274.0,17,2,0.0,3,2,1
4358,18268.0,134,2,0.0,2,2,1
0,12346.0,325,2,0.0,1,2,1
3349,16878.0,24,2,0.0,3,2,1
89,12454.0,53,2,-0.0,2,2,1
692,13256.0,14,1,0.0,4,2,1
213,12607.0,58,2,0.0,2,2,1
170,12558.0,1,2,0.0,4,2,1
775,13364.0,66,2,0.0,2,2,1
1642,14557.0,64,2,0.0,2,2,1
1059,13762.0,204,2,0.0,1,2,1
4210,18072.0,155,2,-0.0,1,2,1
1809,14792.0,63,2,0.0,2,2,1
3245,16742.0,46,2,0.0,3,2,1
3435,16995.0,372,1,-1.25,1,2,1
1727,14679.0,371,1,-2.55,1,2,1
3020,16428.0,81,1,-2.95,2,2,1
467,12943.0,301,1,-3.75,1,2,1
127,12505.0,301,1,-4.5,1,2,1
212,12605.0,365,1,-7.5,1,2,1
2802,16138.0,368,1,-7.95,1,2,1
3039,16454.0,44,3,-8.15,3,3,1
3828,17547.0,372,1,-11.8,1,2,1
415,12870.0,366,1,-14.9,1,2,1
1799,14777.0,4,2,-17.45,4,2,1
1318,14119.0,354,1,-19.9,1,2,1
1688,14627.0,311,1,-21.85,1,2,1
4029,17820.0,191,2,-24.05,1,2,1
2745,16061.0,269,1,-29.95,1,2,1
2400,15590.0,289,1,-30.19,1,2,1
3126,16579.0,365,1,-30.6,1,2,1
2900,16262.0,360,1,-31.65,1,2,1
1004,13693.0,325,2,-32.0,1,2,1
4261,18141.0,360,1,-35.4,1,2,1
1544,14437.0,143,2,-43.4,1,2,1
4350,18256.0,354,1,-50.1,1,2,1
991,13672.0,301,6,-71.46,1,4,1
2436,15638.0,301,1,-94.0,1,2,1
3103,16546.0,290,3,-95.93,1,3,1
1106,13829.0,359,1,-102.0,1,2,1
1200,13958.0,372,1,-102.45,1,2,1
3487,17065.0,143,1,-112.35,1,2,1
2506,15728.0,49,1,-134.8,3,2,1
3829,17548.0,217,3,-141.48,1,3,1
3650,17307.0,365,1,-152.64,1,2,1
264,12666.0,359,1,-227.44,1,2,1
2892,16252.0,366,1,-295.09,1,2,1
2560,15802.0,142,3,-451.42,2,3,1
619,13154.0,144,1,-611.86,1,2,1
2578,15823.0,337,2,-840.76,1,2,1
125,12503.0,337,1,-1126.0,1,2,1
3870,17603.0,50,5,-1165.3,2,4,1
1384,14213.0,371,1,-1192.2,1,2,1
2236,15369.0,144,1,-1592.49,1,2,1
3756,17448.0,144,1,-4287.63,1,2,1
